"Quantidade de Pontos",Tempo Pips,Erro Pips,Tempo Volca,Erro Volca,Tempo Zigzag,Erro Zigzag
5,0.00788497924805,5301.02893597,0.00489091873169,3288.91311428,0.000396013259888,4244.71156494
10,0.0149939060211,2640.64597875,0.00651502609253,2509.90180174,0.000396966934204,2409.0964569
15,0.0224370956421,2782.5233788,0.00815105438232,2010.18546949,0.000436067581177,2002.48215335
20,0.0292980670929,2388.52281191,0.00969696044922,1459.56426933,0.000456094741821,1973.25061003
25,0.0362391471863,2129.39655522,0.0112612247467,1609.39442381,0.000477075576782,1782.33067012
30,0.0430810451508,2053.15556495,0.0127131938934,1458.57947205,0.000509023666382,1639.81165053
35,0.0498330593109,2007.88288987,0.0141339302063,1390.48800656,0.000526905059814,1439.41502789
40,0.0564119815826,1976.96938687,0.0156271457672,1729.40951206,0.000545024871826,1362.15918418
45,0.0626559257507,1925.85951366,0.0169949531555,1592.10053177,0.000571012496948,1161.68572065
50,0.0697541236877,1773.60238977,0.0184278488159,1676.10364585,0.000571012496948,1161.68572065
55,0.076446056366,1590.81482729,0.0199899673462,1677.27493306,0.000595092773438,1120.45861791
60,0.0827791690826,2228.28735018,0.0212349891663,1874.49337692,0.000584125518799,1120.45861791
65,0.0901589393616,1664.69353244,0.022891998291,1552.48621773,0.000627994537354,919.904760431
70,0.0950908660889,1414.36704858,0.0240080356598,1565.61777629,0.000700950622559,852.104699507
75,0.102566003799,1519.75403644,0.0256631374359,1550.32281138,0.00080394744873,852.104699507
80,0.108854055405,1056.200766,0.0271689891815,1515.61858728,0.000692844390869,852.104699507
85,0.114868164062,995.592883502,0.0281059741974,1444.58171205,0.000708818435669,852.104699507
90,0.121349096298,1658.41634354,0.0294878482819,1363.31293299,0.000828981399536,747.289888854
95,0.127101898193,1052.39968439,0.0307869911194,1631.84632123,0.000833034515381,747.289888854
100,0.132657051086,1359.26427388,0.0321209430695,1594.9116782,0.000825881958008,747.289888854
