"Quantidade de Pontos",Tempo Pips,Erro Pips,Tempo Volca,Erro Volca,Tempo Zigzag,Erro Zigzag
5,0.00799298286438,1090.84210109,0.00493907928467,3788.15515395,0.000374794006348,3140.36071898
10,0.0152440071106,2949.39301293,0.00654792785645,3594.24743066,0.000409126281738,2324.64200728
15,0.0222990512848,2190.33579621,0.00811886787415,1622.58755173,0.000433921813965,1542.74208792
20,0.0305449962616,2355.01697329,0.00962805747986,1797.11980199,0.000478982925415,1460.43431481
25,0.0365610122681,2415.63878176,0.0111780166626,2186.43989919,0.000491142272949,1389.90833397
30,0.0435121059418,2248.26657174,0.0126490592957,1562.97724204,0.00051212310791,1326.58387688
35,0.0606219768524,2543.19672861,0.0158388614655,1349.71504925,0.000524044036865,1300.67548826
40,0.0598158836365,2138.90698952,0.0168290138245,1715.63798087,0.000530004501343,1249.95501604
45,0.0654871463776,1542.52737658,0.0173020362854,1777.26570521,0.000572919845581,1165.19608963
50,0.0725409984589,1307.98096962,0.030809879303,2547.36367666,0.000962018966675,1063.87327058
55,0.0817189216614,1201.58602624,0.0195620059967,2277.88902477,0.000759124755859,1063.87327058
60,0.0853660106659,1719.47087297,0.0210590362549,2629.50393767,0.000638961791992,924.091095986
65,0.0924332141876,1965.02191573,0.0224092006683,3004.62217136,0.000635147094727,924.091095986
70,0.0981831550598,1936.04333149,0.0237579345703,2766.81981338,0.00063419342041,924.091095986
75,0.104094028473,1822.94236029,0.0253551006317,2542.25925086,0.000735998153687,773.920311377
80,0.109432935715,1863.58663523,0.026379108429,2254.01408934,0.000741958618164,773.920311377
85,0.116412878036,1341.29958005,0.0279259681702,2131.51024259,0.000729084014893,773.920311377
90,0.122284889221,1206.3023611,0.0300049781799,1732.94484987,0.000735998153687,773.920311377
95,0.129531860352,1957.48286149,0.0301370620728,1813.22994116,0.000741958618164,773.920311377
100,0.135490894318,960.627632857,0.0314481258392,1768.91385189,0.000853061676025,672.089984962
